OrderDate,OrderNumber,IDProduct,IDLocation,OrderLineItem,OrderQuantity,PaymentMethod,IDCustomer
2023-08-09,O020259,127,3,1,2,Credit Card,C14207
2023-08-09,O020259,131,3,2,1,Credit Card,C14207
2023-08-09,O020259,229,3,3,2,Credit Card,C14207
2023-08-17,O020560,150,4,1,2,Credit Card,C17859
2023-01-20,O011564,128,3,1,1,Apple Pay,C00883
2023-01-20,O011564,60,3,2,2,Apple Pay,C00883
2023-06-29,O018465,121,3,1,2,Apple Pay,C13468
2023-09-04,O021330,200,3,1,1,Credit Card,C06185
2023-02-06,O012320,185,9,1,1,Credit Card,C04893
2023-12-15,O025781,5,6,1,1,Credit Card,C02630
2023-01-03,O010839,129,3,1,2,PayPal,C04051
2023-02-12,O012573,243,3,1,2,Credit Card,C03365
2023-02-12,O012573,69,3,2,2,Credit Card,C03365
2023-07-14,O019128,211,2,1,1,Apple Pay,C17675
2023-07-23,O019511,9,6,1,1,PayPal,C13163
2023-07-23,O019511,154,6,2,1,PayPal,C13163
2023-11-24,O024845,212,5,1,2,Apple Pay,C13743
2023-08-13,O020404,55,6,1,1,Credit Card,C13674
2023-02-17,O012793,224,5,1,1,Credit Card,C14721
2023-08-13,O020405,142,10,1,1,Credit Card,C10966
2023-08-13,O020405,193,10,2,2,Credit Card,C10966
2023-11-15,O024471,144,4,1,1,Apple Pay,C04678
2023-11-15,O024471,118,4,2,1,Apple Pay,C04678
2023-05-05,O016082,164,6,1,2,Google Pay,C08355
2023-05-05,O016082,211,6,2,1,Google Pay,C08355
2023-05-21,O016769,225,6,1,1,Credit Card,C15547
2023-05-21,O016769,48,6,2,1,Credit Card,C15547
2023-02-06,O012321,171,4,1,2,Credit Card,C15241
2023-02-06,O012321,80,4,2,1,Credit Card,C15241
2023-08-05,O020049,110,2,1,1,Google Pay,C08391
2023-02-10,O012498,145,4,1,1,Credit Card,C05062
2023-01-11,O011209,186,2,1,2,PayPal,C10381
2023-01-11,O011209,172,2,2,2,PayPal,C10381
2023-02-10,O012499,161,3,1,2,Credit Card,C09615
2023-08-25,O020906,187,8,1,1,Credit Card,C07575
2023-08-25,O020906,48,8,2,1,Credit Card,C07575
2023-02-23,O013085,259,2,1,2,Credit Card,C12183
2023-03-17,O014007,48,3,1,2,Credit Card,C08336
2023-05-21,O016770,170,4,1,2,Credit Card,C04671
2023-12-04,O025305,241,4,1,2,Apple Pay,C11650
2023-12-23,O026134,86,3,1,1,PayPal,C15599
2023-10-03,O022619,151,6,1,1,PayPal,C00702
2023-05-10,O016298,225,6,1,1,PayPal,C04426
2023-12-05,O025351,160,8,1,1,Apple Pay,C13400
2023-06-12,O017704,219,10,1,1,Apple Pay,C11583
2023-05-09,O016257,158,4,1,1,Google Pay,C00747
2023-12-22,O026092,231,9,1,1,PayPal,C10762
2023-08-27,O020990,29,6,1,2,Credit Card,C05659
2023-08-27,O020990,131,6,2,2,Credit Card,C05659
2023-11-24,O024846,107,4,1,1,Credit Card,C16891
2023-08-29,O021078,271,2,1,1,Credit Card,C02360
2023-06-18,O017966,136,9,1,2,Credit Card,C08152
2023-05-22,O016820,68,9,1,1,Credit Card,C00500
2023-05-22,O016820,93,9,2,1,Credit Card,C00500
2023-09-30,O022486,130,3,1,1,Apple Pay,C07173
2023-10-05,O022691,214,5,1,1,Credit Card,C07699
2023-10-05,O022691,140,5,2,1,Credit Card,C07699
2023-02-28,O013311,246,9,1,2,PayPal,C06585
2023-06-02,O017283,54,6,1,2,Apple Pay,C03887
2023-09-16,O021848,96,3,1,2,Credit Card,C07155
2023-05-11,O016344,98,6,1,1,Google Pay,C06463
2023-10-22,O023418,155,4,1,1,PayPal,C09580
2023-05-14,O016462,273,9,1,1,Google Pay,C03389
2023-12-02,O025224,46,5,1,1,Credit Card,C03362
2023-12-02,O025224,271,5,2,1,Credit Card,C03362
2023-05-19,O016688,263,6,1,1,Credit Card,C14590
2023-01-26,O011818,264,10,1,1,PayPal,C10399
2023-08-20,O020679,62,4,1,2,Apple Pay,C05313
2023-08-20,O020679,22,4,2,2,Apple Pay,C05313
2023-07-31,O019836,240,6,1,1,Credit Card,C02875
2023-06-09,O017566,227,3,1,1,PayPal,C06700
2023-02-22,O013027,184,10,1,2,PayPal,C17513
2023-07-24,O019545,170,3,1,1,Credit Card,C15975
2023-10-22,O023419,223,9,1,1,Apple Pay,C01678
2023-08-08,O020209,213,5,1,1,Credit Card,C09483
2023-12-08,O025472,130,4,1,2,PayPal,C05848
2023-01-04,O010888,248,4,1,1,Credit Card,C15944
2023-01-04,O010888,192,4,2,1,Credit Card,C15944
2023-01-04,O010888,78,4,3,1,Credit Card,C15944
2023-04-29,O015874,174,2,1,1,Apple Pay,C02553
2023-07-28,O019717,47,10,1,1,PayPal,C13073
2023-06-19,O018000,222,9,1,1,Credit Card,C07369
2023-06-19,O018000,271,9,2,1,Credit Card,C07369
2023-03-10,O013698,267,10,1,1,Apple Pay,C15890
2023-03-10,O013698,226,10,2,2,Apple Pay,C15890
2023-06-25,O018264,197,10,1,1,Credit Card,C02495
2023-01-04,O010889,201,2,1,1,PayPal,C17274
2023-06-15,O017838,52,7,1,1,Credit Card,C01771
2023-06-25,O018265,255,8,1,2,Credit Card,C03818
2023-06-25,O018265,110,8,2,2,Credit Card,C03818
2023-01-05,O010933,30,6,1,1,PayPal,C12281
2023-03-08,O013627,55,3,1,2,Credit Card,C09919
2023-04-05,O014866,170,5,1,1,PayPal,C11516
2023-12-03,O025268,170,6,1,1,Google Pay,C02973
2023-12-03,O025268,264,6,2,2,Google Pay,C02973
2023-12-03,O025268,96,6,3,2,Google Pay,C02973
2023-09-21,O022076,43,8,1,1,Apple Pay,C11155
2023-03-29,O014555,221,7,1,2,Google Pay,C12289
2023-12-08,O025473,211,4,1,1,Credit Card,C08787
2023-08-18,O020601,213,6,1,2,Apple Pay,C02292
2023-08-18,O020601,169,6,2,2,Apple Pay,C02292
2023-10-04,O022657,195,6,1,1,PayPal,C16534
2023-01-28,O011894,219,6,1,1,Credit Card,C03392
2023-02-27,O013269,137,2,1,1,PayPal,C16746
2023-06-06,O017450,117,6,1,2,Apple Pay,C00060
2023-10-26,O023602,106,6,1,1,Apple Pay,C02112
2023-10-26,O023602,232,6,2,1,Apple Pay,C02112
2023-08-03,O019958,209,7,1,1,Credit Card,C05461
2023-08-03,O019958,149,7,2,2,Credit Card,C05461
2023-11-03,O023933,117,3,1,1,Apple Pay,C10807
2023-08-04,O020007,54,6,1,1,Credit Card,C08774
2023-12-06,O025393,185,2,1,1,Credit Card,C07470
2023-11-29,O025086,120,1,1,1,Credit Card,C14934
2023-07-14,O019129,199,6,1,1,Apple Pay,C09588
2023-10-06,O022735,210,10,1,1,Credit Card,C04323
2023-10-06,O022735,119,10,2,1,Credit Card,C04323
2023-10-01,O022528,222,6,1,1,Google Pay,C05603
2023-12-03,O025269,224,3,1,2,PayPal,C10433
2023-11-23,O024804,62,4,1,1,PayPal,C07455
2023-09-27,O022344,72,4,1,1,PayPal,C15834
2023-10-10,O022917,119,6,1,1,PayPal,C17736
2023-06-14,O017793,229,2,1,1,Credit Card,C09957
2023-09-19,O021986,198,9,1,1,Credit Card,C16255
2023-05-31,O017196,173,3,1,1,Credit Card,C02686
2023-07-03,O018633,275,7,1,1,Credit Card,C03884
2023-05-25,O016923,118,9,1,1,PayPal,C14718
2023-05-25,O016923,215,9,2,1,PayPal,C14718
2023-02-05,O012254,170,8,1,1,Apple Pay,C11449
2023-02-05,O012254,275,8,2,2,Apple Pay,C11449
2023-04-20,O015485,143,4,1,1,Credit Card,C13922
2023-12-13,O025693,73,3,1,1,Apple Pay,C04922
2023-03-04,O013492,133,10,1,1,PayPal,C14947
2023-04-29,O015875,266,2,1,1,PayPal,C11055
2023-04-29,O015875,180,2,2,1,PayPal,C11055
2023-12-29,O026304,122,4,1,1,PayPal,C07878
2023-12-29,O026304,261,4,2,1,PayPal,C07878
2023-05-21,O016771,272,2,1,1,Credit Card,C17359
2023-05-21,O016771,55,2,2,2,Credit Card,C17359
2023-05-21,O016771,57,2,3,1,Credit Card,C17359
2023-02-08,O012408,130,2,1,4,Google Pay,C11225
2023-02-12,O012574,5,7,1,2,Apple Pay,C14102
2023-02-23,O013086,113,6,1,1,Credit Card,C15243
2023-02-23,O013086,131,6,2,1,Credit Card,C15243
2023-02-23,O013086,204,6,3,1,Credit Card,C15243
2023-07-22,O019469,233,2,1,1,Apple Pay,C07476
2023-07-22,O019469,204,2,2,2,Apple Pay,C07476
2023-05-21,O016772,220,4,1,1,Apple Pay,C17382
2023-02-06,O012322,228,6,1,1,Apple Pay,C04824
2023-02-06,O012322,207,6,2,2,Apple Pay,C04824
2023-10-31,O023807,193,10,1,1,PayPal,C12829
2023-01-06,O010978,155,6,1,1,Credit Card,C13298
2023-07-25,O019590,216,3,1,1,Credit Card,C14357
2023-09-17,O021888,214,3,1,2,Credit Card,C03529
2023-08-20,O020680,219,10,1,1,Credit Card,C14660
2023-08-20,O020680,173,10,2,2,Credit Card,C14660
2023-08-23,O020807,55,9,1,1,Credit Card,C09221
2023-08-23,O020807,256,9,2,2,Credit Card,C09221
2023-12-15,O025782,201,3,1,1,Apple Pay,C13700
2023-11-28,O025033,255,4,1,2,Credit Card,C08519
2023-04-26,O015746,51,2,1,1,Credit Card,C09013
2023-04-26,O015746,105,2,2,1,Credit Card,C09013
2023-09-25,O022258,221,9,1,2,Credit Card,C08782
2023-09-25,O022258,275,9,2,2,Credit Card,C08782
2023-02-01,O012059,133,5,1,1,Credit Card,C10184
2023-10-14,O023071,193,5,1,1,PayPal,C06114
2023-10-14,O023071,227,5,2,2,PayPal,C06114
2023-10-14,O023071,49,5,3,1,PayPal,C06114
2023-06-20,O018048,123,2,1,1,Apple Pay,C06206
2023-06-20,O018048,60,2,2,1,Apple Pay,C06206
2023-11-30,O025134,240,6,1,1,PayPal,C03058
2023-11-30,O025134,120,6,2,1,PayPal,C03058
2023-11-12,O024341,213,4,1,1,Credit Card,C10560
2023-11-12,O024341,200,4,2,2,Credit Card,C10560
2023-01-19,O011526,266,4,1,2,Google Pay,C16290
2023-01-19,O011526,245,4,2,1,Google Pay,C16290
2023-03-05,O013532,207,5,1,1,Credit Card,C13838
2023-11-28,O025034,211,6,1,2,Credit Card,C06174
2023-05-24,O016888,109,4,1,1,Credit Card,C06827
2023-01-03,O010840,244,6,1,1,Credit Card,C16716
2023-06-10,O017614,173,9,1,1,Credit Card,C07718
2023-06-10,O017614,13,9,2,2,Credit Card,C07718
2023-10-11,O022948,61,6,1,2,Credit Card,C17702
2023-10-11,O022948,159,6,2,1,Credit Card,C17702
2023-08-29,O021079,217,3,1,1,Credit Card,C01060
2023-03-11,O013738,229,2,1,1,Credit Card,C09866
2023-03-11,O013738,174,2,2,1,Credit Card,C09866
2023-03-11,O013738,132,2,3,1,Credit Card,C09866
2023-01-02,O010792,66,6,1,1,PayPal,C10926
2023-01-02,O010792,137,6,2,1,PayPal,C10926
2023-06-07,O017493,138,9,1,1,Credit Card,C07398
2023-06-07,O017493,63,9,2,1,Credit Card,C07398
2023-10-27,O023644,194,8,1,1,PayPal,C10395
2023-10-27,O023644,135,8,2,1,PayPal,C10395
2023-10-09,O022864,97,3,1,1,Credit Card,C00732
2023-09-22,O022109,201,1,1,1,Credit Card,C08218
2023-09-22,O022109,68,1,2,1,Credit Card,C08218
2023-09-22,O022109,162,1,3,2,Credit Card,C08218
2023-09-28,O022393,73,4,1,1,Credit Card,C17065
2023-02-21,O012981,40,6,1,2,Credit Card,C12485
2023-08-07,O020155,62,2,1,2,Credit Card,C09748
2023-04-06,O014909,45,7,1,1,Credit Card,C00727
2023-05-17,O016606,249,6,1,1,PayPal,C04198
2023-05-17,O016606,47,6,2,1,PayPal,C04198
2023-10-20,O023333,109,4,1,1,Credit Card,C08033
2023-10-20,O023333,220,4,2,1,Credit Card,C08033
2023-06-12,O017705,108,3,1,1,PayPal,C06103
2023-09-13,O021709,205,10,1,2,Credit Card,C04347
2023-08-08,O020210,240,9,1,1,PayPal,C12359
2023-06-25,O018266,150,4,1,2,Apple Pay,C01019
2023-10-18,O023245,31,3,1,2,Apple Pay,C01347
2023-07-14,O019130,207,5,1,1,Google Pay,C11392
2023-02-01,O012060,104,3,1,1,PayPal,C11127
2023-02-01,O012060,223,3,2,2,PayPal,C11127
2023-11-14,O024428,184,10,1,2,PayPal,C16269
2023-11-25,O024899,229,6,1,1,Credit Card,C05678
2023-11-25,O024899,106,6,2,2,Credit Card,C05678
2023-02-26,O013226,270,5,1,2,PayPal,C12659
2023-03-10,O013699,128,4,1,1,Credit Card,C11655
2023-02-26,O013227,71,8,1,1,PayPal,C01217
2023-02-26,O013227,66,8,2,1,PayPal,C01217
2023-10-06,O022736,274,3,1,2,Credit Card,C14143
2023-03-21,O014184,73,1,1,1,Credit Card,C00680
2023-03-21,O014184,223,1,2,1,Credit Card,C00680
2023-07-07,O018812,166,8,1,1,Google Pay,C03679
2023-02-08,O012409,220,9,1,1,Google Pay,C08647
2023-12-08,O025474,223,3,1,4,PayPal,C10447
2023-12-13,O025694,210,5,1,1,Credit Card,C08892
2023-05-14,O016463,267,8,1,2,Credit Card,C07036
2023-02-24,O013133,111,9,1,2,Credit Card,C05515
2023-02-24,O013133,148,9,2,1,Credit Card,C05515
2023-12-27,O026219,207,7,1,1,PayPal,C08669
2023-09-16,O021849,243,3,1,2,Credit Card,C10871
2023-05-14,O016464,188,7,1,1,Credit Card,C17405
2023-11-14,O024429,223,4,1,1,PayPal,C02229
2023-03-29,O014556,172,6,1,1,Credit Card,C04660
2023-06-02,O017284,276,6,1,1,Credit Card,C10892
2023-06-02,O017284,72,6,2,4,Credit Card,C10892
2023-07-07,O018813,114,5,1,1,Credit Card,C04663
2023-07-07,O018813,145,5,2,2,Credit Card,C04663
2023-02-01,O012061,20,8,1,1,Apple Pay,C17581
2023-04-04,O014811,35,3,1,1,PayPal,C15735
2023-10-11,O022949,30,4,1,2,Credit Card,C17016
2023-01-06,O010979,246,4,1,1,Credit Card,C17650
2023-01-06,O010979,68,4,2,2,Credit Card,C17650
2023-07-28,O019718,55,6,1,1,Credit Card,C10685
2023-07-28,O019718,105,6,2,1,Credit Card,C10685
2023-02-18,O012843,227,4,1,1,Credit Card,C06598
2023-02-18,O012843,171,4,2,1,Credit Card,C06598
2023-03-13,O013824,209,3,1,1,Credit Card,C06156
2023-03-13,O013824,113,3,2,2,Credit Card,C06156
2023-03-09,O013660,271,10,1,1,Apple Pay,C08757
2023-03-09,O013660,171,10,2,1,Apple Pay,C08757
2023-12-28,O026260,227,3,1,2,Credit Card,C07270
2023-12-28,O026260,166,3,2,4,Credit Card,C07270
2023-12-17,O025872,111,7,1,1,Credit Card,C17668
2023-09-15,O021807,119,6,1,1,Credit Card,C17635
2023-12-27,O026220,271,9,1,1,PayPal,C03539
2023-02-13,O012619,258,4,1,2,Credit Card,C08721
2023-08-17,O020561,43,1,1,1,PayPal,C05048
2023-08-17,O020561,251,1,2,1,PayPal,C05048
2023-09-06,O021427,256,6,1,1,Google Pay,C16946
2023-09-06,O021427,118,6,2,1,Google Pay,C16946
2023-05-10,O016299,113,9,1,1,Apple Pay,C05974
2023-10-18,O023246,128,3,1,1,Google Pay,C09184
2023-03-05,O013533,81,6,1,1,PayPal,C10057
2023-03-23,O014280,249,3,1,1,Credit Card,C02946
2023-01-16,O011414,230,4,1,2,Google Pay,C13946
2023-03-06,O013562,75,4,1,1,Apple Pay,C10066
2023-05-26,O016965,212,6,1,1,Credit Card,C16925
2023-05-26,O016965,81,6,2,4,Credit Card,C16925
2023-04-20,O015486,58,7,1,1,Credit Card,C06722
2023-06-04,O017365,75,3,1,1,PayPal,C03968
2023-06-04,O017365,220,3,2,2,PayPal,C03968
2023-08-14,O020455,106,5,1,2,Credit Card,C04114
2023-06-28,O018413,169,8,1,1,Google Pay,C15264
2023-06-28,O018413,123,8,2,1,Google Pay,C15264
2023-03-07,O013599,264,3,1,6,PayPal,C15094
2023-03-07,O013599,53,3,2,2,PayPal,C15094
2023-10-16,O023156,213,5,1,1,Credit Card,C01541
2023-10-16,O023156,137,5,2,1,Credit Card,C01541
2023-08-29,O021080,275,4,1,1,Credit Card,C04533
2023-04-12,O015128,125,6,1,1,Credit Card,C16760
2023-09-12,O021671,209,6,1,2,PayPal,C14036
2023-06-16,O017884,44,4,1,1,Credit Card,C04332
2023-02-05,O012255,120,6,1,1,PayPal,C16379
2023-02-05,O012255,192,6,2,1,PayPal,C16379
2023-07-13,O019084,91,6,1,1,Credit Card,C03104
2023-11-06,O024086,228,7,1,2,Credit Card,C14110
2023-11-06,O024086,162,7,2,2,Credit Card,C14110
2023-12-10,O025575,256,3,1,1,Credit Card,C17693
2023-06-11,O017653,117,6,1,1,Credit Card,C01401
2023-09-06,O021428,87,6,1,2,Credit Card,C11421
2023-10-05,O022692,243,9,1,1,Credit Card,C13338
2023-10-05,O022692,132,9,2,1,Credit Card,C13338
2023-08-11,O020320,212,10,1,1,Credit Card,C02954
2023-02-11,O012538,210,2,1,2,Credit Card,C06855
2023-04-21,O015523,4,6,1,1,Credit Card,C08117
2023-12-28,O026261,216,5,1,2,Credit Card,C05333
2023-02-21,O012982,84,10,1,2,Credit Card,C10636
2023-02-21,O012982,166,10,2,2,Credit Card,C10636
2023-05-21,O016773,256,3,1,2,Credit Card,C05946
2023-05-22,O016821,30,3,1,1,Apple Pay,C06519
2023-05-22,O016821,118,3,2,1,Apple Pay,C06519
2023-01-31,O012009,229,4,1,1,PayPal,C12884
2023-04-27,O015794,216,5,1,1,Google Pay,C06204
2023-05-08,O016214,71,6,1,1,Credit Card,C15394
2023-05-08,O016214,215,6,2,1,Credit Card,C15394
2023-01-05,O010934,25,8,1,2,Credit Card,C00922
2023-08-29,O021081,161,5,1,1,Apple Pay,C11290
2023-05-30,O017142,224,2,1,2,Credit Card,C11390
2023-05-30,O017142,145,2,2,1,Credit Card,C11390
2023-05-20,O016727,214,4,1,1,Credit Card,C05052
2023-05-20,O016727,176,4,2,1,Credit Card,C05052
2023-12-20,O026004,116,4,1,1,Credit Card,C02524
2023-04-12,O015129,210,6,1,1,Credit Card,C09598
2023-05-22,O016822,202,10,1,1,Credit Card,C01758
2023-05-22,O016822,5,10,2,1,Credit Card,C01758
2023-05-22,O016822,79,10,3,1,Credit Card,C01758
2023-05-26,O016966,252,1,1,1,Credit Card,C07284
2023-05-06,O016122,55,7,1,1,Credit Card,C15811
2023-12-14,O025741,167,5,1,2,Google Pay,C16023
2023-12-14,O025741,57,5,2,1,Google Pay,C16023
2023-09-28,O022394,228,5,1,1,Credit Card,C16377
2023-10-02,O022566,78,7,1,2,Credit Card,C12763
2023-09-09,O021552,89,6,1,1,Apple Pay,C00419
2023-07-17,O019271,214,5,1,1,PayPal,C01798
2023-10-26,O023603,94,4,1,1,Apple Pay,C14518
2023-10-26,O023603,111,4,2,2,Apple Pay,C14518
2023-02-24,O013134,274,6,1,1,Apple Pay,C03924
2023-02-24,O013134,102,6,2,1,Apple Pay,C03924
2023-04-30,O015917,44,2,1,1,Credit Card,C02125
2023-07-02,O018594,227,7,1,1,Apple Pay,C08578
2023-07-02,O018594,57,7,2,1,Apple Pay,C08578
2023-05-02,O015952,215,3,1,2,Apple Pay,C15355
2023-07-22,O019470,71,5,1,1,PayPal,C11960
2023-09-15,O021808,213,4,1,1,Apple Pay,C06805
2023-09-15,O021808,157,4,2,1,Apple Pay,C06805
2023-07-14,O019131,161,7,1,1,Credit Card,C06808
2023-05-05,O016083,110,6,1,1,Google Pay,C04457
2023-08-12,O020356,208,6,1,1,Credit Card,C03099
2023-01-08,O011071,157,5,1,1,PayPal,C15828
2023-01-08,O011071,210,5,2,1,PayPal,C15828
2023-09-05,O021372,230,3,1,1,Credit Card,C05622
2023-01-04,O010890,30,3,1,1,Credit Card,C01023
2023-01-04,O010890,225,3,2,4,Credit Card,C01023
2023-10-20,O023334,169,6,1,1,Credit Card,C15692
2023-10-11,O022950,210,2,1,1,Credit Card,C13827
2023-07-17,O019272,192,2,1,2,Apple Pay,C15732
2023-11-15,O024472,256,3,1,1,Apple Pay,C03948
2023-12-11,O025618,231,6,1,2,Credit Card,C16538
2023-06-24,O018226,169,6,1,2,Credit Card,C05035
2023-06-24,O018226,198,6,2,1,Credit Card,C05035
2023-08-30,O021127,160,6,1,1,Google Pay,C16845
2023-11-17,O024556,244,6,1,1,Google Pay,C06195
2023-07-27,O019674,203,4,1,1,Credit Card,C13099
2023-06-17,O017921,243,6,1,1,Credit Card,C02667
2023-12-12,O025660,245,9,1,1,Credit Card,C07752
2023-10-08,O022819,246,4,1,1,Credit Card,C09232
2023-08-15,O020486,167,4,1,2,Google Pay,C12375
2023-06-12,O017706,217,3,1,6,PayPal,C05384
2023-06-26,O018327,20,6,1,2,Credit Card,C16153
2023-06-16,O017885,161,4,1,1,Apple Pay,C10764
2023-07-02,O018595,128,4,1,1,Credit Card,C13520
2023-07-02,O018595,228,4,2,1,Credit Card,C13520
2023-02-24,O013135,148,4,1,2,Google Pay,C11068
2023-12-13,O025695,159,7,1,1,Google Pay,C11068
2023-12-20,O026005,61,7,1,1,Google Pay,C00252
2023-12-20,O026005,171,7,2,1,Google Pay,C00252
2023-04-08,O015012,9,6,1,2,Credit Card,C12064
2023-09-18,O021939,47,4,1,1,Credit Card,C01049
2023-04-07,O014957,51,4,1,2,PayPal,C00869
2023-11-27,O024983,192,5,1,5,Credit Card,C08704
2023-08-03,O019959,170,2,1,1,Credit Card,C16805
2023-06-06,O017451,212,7,1,1,PayPal,C00276
2023-05-11,O016345,197,1,1,1,Credit Card,C10601
2023-05-11,O016345,85,1,2,1,Credit Card,C10601
2023-01-26,O011819,20,10,1,1,Google Pay,C02642
2023-01-26,O011819,201,10,2,1,Google Pay,C02642
2023-02-19,O012883,213,6,1,2,Credit Card,C17002
2023-02-19,O012883,156,6,2,1,Credit Card,C17002
2023-09-10,O021591,201,3,1,1,Credit Card,C10445
2023-09-04,O021331,16,4,1,2,Google Pay,C10094
2023-10-28,O023693,82,3,1,1,PayPal,C03747
2023-10-28,O023693,210,3,2,2,PayPal,C03747
2023-12-23,O026135,223,1,1,1,Google Pay,C10343
2023-12-23,O026135,240,1,2,1,Google Pay,C10343
2023-06-20,O018049,81,9,1,1,PayPal,C06721
2023-07-09,O018906,112,2,1,2,Credit Card,C13962
2023-01-05,O010935,137,3,1,1,PayPal,C13221
2023-01-26,O011820,58,6,1,2,Apple Pay,C00965
2023-01-26,O011820,192,6,2,1,Apple Pay,C00965
2023-07-02,O018596,240,3,1,2,Apple Pay,C17026
2023-03-19,O014091,207,4,1,1,Credit Card,C10186
2023-03-19,O014091,171,4,2,2,Credit Card,C10186
2023-06-16,O017886,208,9,1,1,Credit Card,C13226
