OrderDate,OrderNumber,IDProduct,IDLocation,OrderLineItem,OrderQuantity,PaymentMethod,IDCustomer
2022-01-11,O000236,271,9,1,1,PayPal,C14374
2022-03-18,O002291,181,1,1,1,Credit Card,C17055
2022-03-18,O002291,266,1,2,1,Credit Card,C17055
2022-03-18,O002291,221,1,3,2,Credit Card,C17055
2022-07-11,O005681,195,8,1,1,Credit Card,C16767
2022-09-18,O007724,149,3,1,1,Credit Card,C10780
2022-05-02,O003588,35,3,1,1,Credit Card,C06507
2022-03-25,O002482,267,10,1,1,Credit Card,C05845
2022-01-15,O000379,36,3,1,1,PayPal,C14228
2022-05-21,O004148,117,2,1,1,Credit Card,C14169
2022-12-20,O010496,68,2,1,1,Google Pay,C09959
2022-12-20,O010496,49,2,2,1,Google Pay,C09959
2022-06-14,O004848,255,1,1,1,Credit Card,C10816
2022-08-25,O006987,203,4,1,2,Credit Card,C05713
2022-08-25,O006987,210,4,2,1,Credit Card,C05713
2022-10-01,O008115,78,9,1,1,PayPal,C09302
2022-12-30,O010733,228,5,1,1,Credit Card,C16185
2022-01-11,O000237,207,4,1,2,Apple Pay,C03685
2022-11-23,O009682,150,7,1,1,Apple Pay,C11270
2022-11-23,O009682,133,7,2,1,Apple Pay,C11270
2022-11-27,O009806,48,3,1,2,Credit Card,C08055
2022-11-27,O009806,265,3,2,1,Credit Card,C08055
2022-01-08,O000160,135,4,1,1,Apple Pay,C01876
2022-09-11,O007524,173,3,1,1,Credit Card,C13215
2022-10-19,O008650,60,6,1,1,Credit Card,C16440
2022-05-12,O003894,98,4,1,1,PayPal,C05154
2022-11-30,O009907,33,4,1,1,Credit Card,C08921
2022-04-10,O002952,57,9,1,1,Credit Card,C00721
2022-12-19,O010477,122,7,1,2,Credit Card,C05724
2022-12-19,O010477,260,7,2,1,Credit Card,C05724
2022-07-04,O005479,194,9,1,1,Credit Card,C14195
2022-07-03,O005448,203,8,1,1,Credit Card,C00620
2022-02-17,O001406,220,5,1,2,Google Pay,C13820
2022-02-17,O001406,204,5,2,2,Google Pay,C13820
2022-11-15,O009443,132,4,1,1,Google Pay,C12755
2022-11-15,O009443,168,4,2,2,Google Pay,C12755
2022-02-27,O001715,231,10,1,2,Credit Card,C11030
2022-04-27,O003474,56,4,1,1,Apple Pay,C07890
2022-09-17,O007701,218,10,1,1,PayPal,C08338
2022-03-24,O002461,220,3,1,1,PayPal,C13878
2022-09-18,O007725,76,4,1,1,PayPal,C17548
2022-01-19,O000505,209,3,1,1,Credit Card,C05873
2022-07-30,O006242,198,6,1,1,PayPal,C08617
2022-07-30,O006242,172,6,2,2,PayPal,C08617
2022-08-31,O007171,54,4,1,1,PayPal,C07370
2022-08-31,O007171,31,4,2,1,PayPal,C07370
2022-05-12,O003895,131,3,1,6,Google Pay,C01588
2022-05-12,O003895,81,3,2,1,Google Pay,C01588
2022-09-21,O007817,193,7,1,1,Credit Card,C03461
2022-09-21,O007817,51,7,2,2,Credit Card,C03461
2022-04-29,O003523,240,3,1,1,Credit Card,C03532
2022-04-29,O003523,119,3,2,1,Credit Card,C03532
2022-08-22,O006898,270,2,1,1,Credit Card,C12128
2022-08-22,O006898,70,2,2,1,Credit Card,C12128
2022-03-03,O001841,270,6,1,5,PayPal,C04099
2022-09-02,O007239,206,4,1,2,Credit Card,C08437
2022-09-02,O007239,264,4,2,2,Credit Card,C08437
2022-07-04,O005480,106,8,1,1,Credit Card,C00785
2022-04-19,O003238,242,8,1,2,Apple Pay,C07132
2022-02-04,O000980,199,3,1,1,Credit Card,C07940
2022-03-12,O002116,68,9,1,2,Credit Card,C02087
2022-01-14,O000336,106,10,1,1,Credit Card,C02538
2022-07-06,O005536,132,2,1,1,Credit Card,C12858
2022-05-26,O004294,50,2,1,2,Credit Card,C15318
2022-05-28,O004363,42,10,1,2,Credit Card,C13493
2022-05-28,O004363,275,10,2,1,Credit Card,C13493
2022-04-24,O003373,202,2,1,1,Credit Card,C06720
2022-04-11,O002979,65,2,1,2,Google Pay,C05300
2022-09-12,O007552,194,6,1,1,Credit Card,C09690
2022-10-19,O008651,256,6,1,1,Google Pay,C15486
2022-08-02,O006321,249,6,1,1,PayPal,C05933
2022-08-02,O006321,166,6,2,2,PayPal,C05933
2022-12-08,O010154,263,6,1,2,PayPal,C01798
2022-05-19,O004090,123,1,1,4,Credit Card,C13855
2022-05-19,O004090,77,1,2,1,Credit Card,C13855
2022-05-19,O004090,174,1,3,2,Credit Card,C13855
2022-01-31,O000844,94,2,1,1,Credit Card,C11521
2022-01-17,O000447,54,3,1,1,PayPal,C06016
2022-01-17,O000447,192,3,2,1,PayPal,C06016
2022-09-15,O007633,63,3,1,2,Apple Pay,C05897
2022-08-19,O006820,73,6,1,2,Credit Card,C02158
2022-10-13,O008468,246,7,1,1,Credit Card,C04602
2022-11-20,O009587,75,5,1,1,Credit Card,C17420
2022-07-18,O005880,206,4,1,1,Credit Card,C05349
2022-10-17,O008602,48,4,1,1,Credit Card,C02770
2022-10-17,O008602,95,4,2,1,Credit Card,C02770
2022-12-12,O010270,24,5,1,1,PayPal,C00868
2022-05-23,O004212,168,4,1,1,Google Pay,C12827
2022-10-27,O008881,42,10,1,2,PayPal,C00322
2022-10-27,O008881,246,10,2,1,PayPal,C00322
2022-06-25,O005204,246,5,1,1,Credit Card,C16717
2022-06-25,O005204,233,5,2,1,Credit Card,C16717
2022-05-23,O004213,243,10,1,1,Credit Card,C07929
2022-05-23,O004213,196,10,2,1,Credit Card,C07929
2022-03-24,O002462,32,4,1,1,PayPal,C17037
2022-10-08,O008309,132,10,1,2,PayPal,C05965
2022-08-26,O007022,202,5,1,2,Credit Card,C05623
2022-08-26,O007022,240,5,2,1,Credit Card,C05623
2022-07-07,O005573,76,3,1,2,Apple Pay,C04097
2022-04-14,O003082,232,2,1,2,Credit Card,C14103
2022-04-14,O003082,224,2,2,1,Credit Card,C14103
2022-04-14,O003082,44,2,3,1,Credit Card,C14103
2022-04-07,O002858,221,8,1,1,Apple Pay,C05094
2022-06-04,O004559,87,6,1,2,Credit Card,C07956
2022-09-03,O007275,56,3,1,2,Credit Card,C02590
2022-09-03,O007275,124,3,2,2,Credit Card,C02590
2022-06-15,O004884,11,6,1,1,Credit Card,C01368
2022-06-15,O004884,54,6,2,1,Credit Card,C01368
2022-02-02,O000907,32,3,1,2,PayPal,C05636
2022-06-01,O004469,105,9,1,2,Credit Card,C05045
2022-06-01,O004469,164,9,2,1,Credit Card,C05045
2022-11-03,O009086,148,8,1,2,Credit Card,C16215
2022-05-20,O004124,164,4,1,1,Credit Card,C09745
2022-05-20,O004124,274,4,2,2,Credit Card,C09745
2022-05-30,O004416,36,4,1,1,PayPal,C00457
2022-11-12,O009368,261,6,1,1,Credit Card,C14064
2022-01-19,O000506,22,10,1,1,Credit Card,C17597
2022-11-01,O009029,84,7,1,2,Apple Pay,C06746
2022-01-29,O000772,23,6,1,1,Credit Card,C05467
2022-11-05,O009150,56,6,1,4,Credit Card,C15908
2022-11-05,O009150,47,6,2,1,Credit Card,C15908
2022-09-05,O007330,235,3,1,2,Credit Card,C17300
2022-12-07,O010125,232,9,1,1,Credit Card,C11829
2022-12-07,O010125,110,9,2,1,Credit Card,C11829
2022-09-15,O007634,215,3,1,2,Google Pay,C02497
2022-09-15,O007634,145,3,2,1,Google Pay,C02497
2022-06-04,O004560,233,4,1,1,PayPal,C02836
2022-06-04,O004560,247,4,2,2,PayPal,C02836
2022-06-04,O004560,49,4,3,1,PayPal,C02836
2022-11-28,O009845,200,5,1,1,Credit Card,C11141
2022-04-11,O002980,55,10,1,2,Google Pay,C12827
2022-03-25,O002483,251,3,1,1,Credit Card,C01943
2022-03-25,O002483,262,3,2,4,Credit Card,C01943
2022-10-09,O008336,49,6,1,1,Credit Card,C13105
2022-08-23,O006936,240,5,1,1,PayPal,C17947
2022-11-15,O009444,240,3,1,1,Apple Pay,C04566
2022-11-15,O009444,69,3,2,1,Apple Pay,C04566
2022-05-15,O003978,108,4,1,1,Credit Card,C04035
2022-05-15,O003978,75,4,2,1,Credit Card,C04035
2022-09-07,O007402,30,9,1,1,Credit Card,C10127
2022-07-27,O006144,186,7,1,2,Credit Card,C01968
2022-07-27,O006144,170,7,2,1,Credit Card,C01968
2022-06-04,O004561,134,9,1,1,Credit Card,C07666
2022-06-04,O004561,230,9,2,1,Credit Card,C07666
2022-10-07,O008281,116,4,1,1,PayPal,C12954
2022-10-10,O008373,275,6,1,1,PayPal,C11528
2022-10-10,O008373,82,6,2,1,PayPal,C11528
2022-07-18,O005881,241,5,1,2,Credit Card,C08019
2022-07-18,O005881,62,5,2,2,Credit Card,C08019
2022-03-14,O002182,220,3,1,1,Apple Pay,C17663
2022-03-14,O002182,224,3,2,1,Apple Pay,C17663
2022-04-26,O003436,226,2,1,2,Credit Card,C05550
2022-02-24,O001608,96,3,1,1,PayPal,C11515
2022-01-23,O000612,24,2,1,2,Credit Card,C12490
2022-09-05,O007331,88,6,1,1,Apple Pay,C06677
2022-09-18,O007726,53,3,1,1,Credit Card,C03326
2022-06-29,O005314,223,3,1,1,Credit Card,C06888
2022-05-24,O004238,107,5,1,1,Credit Card,C08965
2022-02-26,O001684,130,10,1,1,PayPal,C00083
2022-05-15,O003979,244,6,1,1,Credit Card,C04073
2022-05-15,O003979,217,6,2,1,Credit Card,C04073
2022-08-26,O007023,156,2,1,1,Apple Pay,C09970
2022-01-21,O000560,58,4,1,1,PayPal,C12581
2022-01-21,O000560,207,4,2,1,PayPal,C12581
2022-03-30,O002629,162,5,1,1,Credit Card,C16432
2022-12-02,O009976,150,6,1,1,Apple Pay,C16681
2022-07-06,O005537,261,5,1,1,Apple Pay,C17235
2022-07-06,O005537,72,5,2,1,Apple Pay,C17235
2022-08-21,O006870,52,5,1,2,PayPal,C07779
2022-08-21,O006870,275,5,2,1,PayPal,C07779
2022-08-05,O006409,192,4,1,2,Credit Card,C05622
2022-06-24,O005172,56,6,1,2,Credit Card,C11093
2022-03-13,O002155,270,2,1,1,Credit Card,C16628
2022-03-13,O002155,245,2,2,1,Credit Card,C16628
2022-07-20,O005940,272,3,1,2,Credit Card,C06791
2022-10-30,O008963,232,3,1,1,Credit Card,C03762
2022-01-20,O000530,172,6,1,1,Credit Card,C08075
2022-01-11,O000238,216,7,1,1,Apple Pay,C05592
2022-08-21,O006871,122,3,1,1,Credit Card,C04695
2022-09-19,O007757,254,8,1,1,Credit Card,C02435
2022-09-19,O007757,219,8,2,1,Credit Card,C02435
2022-09-11,O007525,246,10,1,1,Credit Card,C11800
2022-09-11,O007525,24,10,2,1,Credit Card,C11800
2022-11-21,O009623,274,5,1,1,Credit Card,C15439
2022-12-09,O010192,206,5,1,1,Credit Card,C07911
2022-12-09,O010192,167,5,2,1,Credit Card,C07911
2022-02-25,O001648,204,3,1,1,PayPal,C12517
2022-02-25,O001648,241,3,2,1,PayPal,C12517
2022-03-13,O002156,265,10,1,1,Credit Card,C01253
2022-03-13,O002156,167,10,2,1,Credit Card,C01253
2022-09-21,O007818,264,6,1,1,Credit Card,C07558
2022-09-21,O007818,137,6,2,1,Credit Card,C07558
2022-03-11,O002090,94,7,1,1,Credit Card,C05956
2022-05-17,O004035,54,6,1,1,Credit Card,C09960
2022-05-17,O004035,167,6,2,2,Credit Card,C09960
2022-05-17,O004035,170,6,3,2,Credit Card,C09960
2022-03-08,O001993,218,3,1,1,Credit Card,C03752
2022-03-08,O001993,204,3,2,2,Credit Card,C03752
2022-09-07,O007403,113,7,1,1,PayPal,C08540
2022-09-07,O007403,54,7,2,2,PayPal,C08540
2022-02-06,O001048,216,5,1,1,Google Pay,C12368
2022-03-31,O002655,222,7,1,1,PayPal,C12027
2022-09-14,O007602,202,4,1,2,Credit Card,C01398
2022-09-14,O007602,93,4,2,2,Credit Card,C01398
2022-10-08,O008310,226,2,1,2,Google Pay,C02638
2022-10-08,O008310,71,2,2,2,Google Pay,C02638
2022-08-17,O006755,110,7,1,4,Credit Card,C01274
2022-04-01,O002681,213,5,1,1,Apple Pay,C05555
2022-04-01,O002681,166,5,2,1,Apple Pay,C05555
2022-01-03,O000029,211,5,1,2,PayPal,C01444
2022-03-21,O002375,136,3,1,2,Credit Card,C16441
2022-02-15,O001343,25,4,1,1,Credit Card,C07491
2022-02-15,O001343,10,4,2,1,Credit Card,C07491
2022-02-15,O001343,215,4,3,2,Credit Card,C07491
2022-12-07,O010126,61,2,1,1,PayPal,C16639
2022-08-28,O007078,209,5,1,2,Credit Card,C02186
2022-12-11,O010246,89,4,1,1,Credit Card,C11085
2022-12-11,O010246,127,4,2,2,Credit Card,C11085
2022-03-25,O002484,110,8,1,1,Credit Card,C00720
2022-03-25,O002484,155,8,2,1,Credit Card,C00720
2022-07-21,O005967,231,6,1,1,Credit Card,C00822
2022-03-06,O001933,168,3,1,1,Google Pay,C11946
2022-03-06,O001933,194,3,2,1,Google Pay,C11946
2022-09-22,O007852,195,10,1,4,Credit Card,C05258
2022-09-22,O007852,35,10,2,1,Credit Card,C05258
2022-12-16,O010397,67,6,1,1,Credit Card,C09832
2022-12-16,O010397,162,6,2,1,Credit Card,C09832
2022-04-11,O002981,272,9,1,1,Credit Card,C01877
2022-03-21,O002376,46,5,1,1,Credit Card,C07303
2022-09-24,O007907,185,2,1,1,Credit Card,C04691
2022-09-24,O007907,161,2,2,2,Credit Card,C04691
2022-03-28,O002574,44,6,1,1,Apple Pay,C04854
2022-03-28,O002574,192,6,2,1,Apple Pay,C04854
2022-03-28,O002574,198,6,3,2,Apple Pay,C04854
2022-07-08,O005593,214,4,1,1,Apple Pay,C16603
2022-10-25,O008823,236,6,1,2,Credit Card,C10539
2022-08-16,O006729,70,10,1,1,Credit Card,C10405
2022-05-17,O004036,164,4,1,2,Google Pay,C07837
2022-09-01,O007203,195,5,1,2,Credit Card,C14668
2022-11-25,O009733,68,4,1,1,Google Pay,C10458
2022-08-29,O007103,110,9,1,1,PayPal,C10916
2022-06-26,O005238,274,3,1,1,Credit Card,C16308
2022-06-26,O005238,275,3,2,1,Credit Card,C16308
2022-11-12,O009369,238,3,1,1,Credit Card,C12509
2022-09-21,O007819,90,5,1,1,Credit Card,C06006
2022-12-31,O010755,166,1,1,2,PayPal,C16357
2022-10-16,O008569,274,6,1,1,PayPal,C07891
2022-01-20,O000531,214,3,1,2,Google Pay,C01258
2022-07-03,O005449,194,6,1,1,Credit Card,C15771
2022-07-03,O005449,35,6,2,2,Credit Card,C15771
2022-10-25,O008824,19,5,1,1,Credit Card,C02937
2022-06-07,O004649,210,1,1,1,Apple Pay,C05280
2022-06-07,O004649,219,1,2,1,Apple Pay,C05280
2022-03-08,O001994,87,8,1,1,Credit Card,C14758
2022-03-08,O001994,157,8,2,1,Credit Card,C14758
2022-04-28,O003493,43,6,1,1,PayPal,C13452
2022-04-28,O003493,109,6,2,1,PayPal,C13452
2022-11-24,O009698,182,5,1,1,Credit Card,C12869
2022-11-24,O009698,212,5,2,2,Credit Card,C12869
2022-06-23,O005141,193,3,1,1,Credit Card,C09031
2022-08-22,O006899,227,8,1,2,PayPal,C08406
2022-05-13,O003923,254,5,1,1,Credit Card,C05870
2022-11-13,O009389,211,4,1,1,Credit Card,C14089
2022-06-28,O005278,197,3,1,1,Apple Pay,C07801
2022-06-30,O005342,195,4,1,2,Apple Pay,C13887
2022-06-30,O005342,65,4,2,2,Apple Pay,C13887
2022-05-06,O003722,121,3,1,2,Credit Card,C13729
2022-05-06,O003722,274,3,2,1,Credit Card,C13729
2022-08-24,O006967,26,9,1,1,Apple Pay,C08722
2022-08-24,O006967,82,9,2,1,Apple Pay,C08722
2022-08-24,O006967,218,9,3,2,Apple Pay,C08722
2022-07-27,O006145,124,7,1,1,PayPal,C14961
2022-07-27,O006145,214,7,2,2,PayPal,C14961
2022-06-24,O005173,5,3,1,1,Credit Card,C00967
2022-09-06,O007368,218,3,1,1,Credit Card,C04616
2022-09-06,O007368,154,3,2,1,Credit Card,C04616
2022-04-08,O002896,274,2,1,2,Credit Card,C02400
2022-09-13,O007572,71,3,1,2,Credit Card,C09343
2022-11-04,O009113,193,8,1,1,PayPal,C04828
2022-11-04,O009113,261,8,2,1,PayPal,C04828
2022-04-08,O002897,220,7,1,1,Google Pay,C17709
2022-09-29,O008062,16,6,1,1,Apple Pay,C11774
2022-12-08,O010155,80,5,1,1,Google Pay,C08375
2022-10-20,O008671,239,9,1,2,Apple Pay,C01202
2022-12-30,O010734,124,5,1,1,Credit Card,C09971
2022-12-30,O010734,245,5,2,4,Credit Card,C09971
2022-08-13,O006637,228,7,1,1,PayPal,C08994
2022-08-13,O006637,120,7,2,1,PayPal,C08994
2022-01-20,O000532,259,8,1,1,PayPal,C12547
2022-01-06,O000106,270,2,1,1,PayPal,C03460
2022-01-06,O000106,192,2,2,1,PayPal,C03460
2022-12-10,O010219,140,6,1,1,Credit Card,C07248
2022-10-31,O008996,245,4,1,1,PayPal,C05391
2022-10-31,O008996,146,4,2,2,PayPal,C05391
2022-07-28,O006174,215,3,1,1,Credit Card,C03663
2022-06-13,O004811,162,8,1,1,Google Pay,C17577
2022-03-12,O002117,244,7,1,2,PayPal,C12748
2022-02-21,O001528,256,2,1,1,PayPal,C14113
2022-02-21,O001528,230,2,2,2,PayPal,C14113
2022-02-21,O001528,132,2,3,1,PayPal,C14113
2022-07-05,O005510,230,7,1,2,PayPal,C17416
2022-10-21,O008698,56,6,1,1,Credit Card,C16940
2022-11-15,O009445,138,6,1,1,PayPal,C11240
2022-11-15,O009445,271,6,2,1,PayPal,C11240
2022-10-06,O008258,117,6,1,2,Credit Card,C01118
2022-07-06,O005538,79,6,1,1,Credit Card,C09972
2022-07-06,O005538,98,6,2,1,Credit Card,C09972
2022-07-06,O005538,225,6,3,1,Credit Card,C09972
2022-12-22,O010555,65,4,1,1,PayPal,C15454
2022-05-15,O003980,169,6,1,1,Credit Card,C06933
2022-11-04,O009114,219,9,1,1,Apple Pay,C01081
2022-11-04,O009114,80,9,2,1,Apple Pay,C01081
2022-11-10,O009313,48,6,1,2,PayPal,C13419
2022-02-21,O001529,215,4,1,2,PayPal,C02394
2022-06-08,O004665,161,6,1,1,Google Pay,C07382
2022-06-08,O004665,206,6,2,1,Google Pay,C07382
2022-04-03,O002735,105,3,1,1,Credit Card,C14050
2022-05-24,O004239,211,10,1,2,Credit Card,C00035
2022-06-15,O004885,166,6,1,1,PayPal,C17911
2022-12-20,O010497,201,10,1,1,Apple Pay,C04302
2022-11-30,O009908,65,4,1,2,Apple Pay,C03466
2022-11-30,O009908,165,4,2,1,Apple Pay,C03466
2022-06-23,O005142,181,6,1,1,Credit Card,C04785
2022-06-10,O004729,145,7,1,1,PayPal,C05536
2022-03-05,O001903,209,2,1,1,Apple Pay,C06136
2022-01-18,O000476,105,2,1,1,Credit Card,C14494
2022-01-18,O000476,54,2,2,1,Credit Card,C14494
2022-06-15,O004886,91,4,1,1,PayPal,C08316
2022-06-15,O004886,108,4,2,1,PayPal,C08316
2022-01-02,O000001,243,2,1,1,PayPal,C16136
2022-01-02,O000001,53,2,2,1,PayPal,C16136
2022-11-26,O009767,137,3,1,1,Credit Card,C12101
2022-04-13,O003048,261,5,1,1,Credit Card,C05857
2022-04-17,O003177,261,6,1,2,Credit Card,C01607
2022-04-17,O003177,230,6,2,1,Credit Card,C01607
2022-02-18,O001445,211,3,1,6,Credit Card,C03048
2022-11-09,O009273,237,5,1,1,Credit Card,C05846
2022-06-28,O005279,74,4,1,4,Credit Card,C17498
2022-05-12,O003896,83,4,1,2,PayPal,C03265
2022-05-12,O003897,44,5,1,1,Credit Card,C07738
2022-05-12,O003897,170,5,2,1,Credit Card,C07738
2022-02-10,O001187,264,4,1,1,Credit Card,C08259
2022-03-27,O002553,166,9,1,2,Credit Card,C11761
2022-05-02,O003589,242,2,1,2,Credit Card,C14761
2022-08-26,O007024,162,4,1,1,PayPal,C08458
2022-01-20,O000533,40,6,1,2,Google Pay,C08416
2022-08-16,O006730,171,5,1,2,Google Pay,C08511
2022-05-15,O003981,105,3,1,1,Apple Pay,C12040
2022-07-18,O005882,220,2,1,2,PayPal,C15955
2022-05-10,O003840,30,7,1,1,Credit Card,C14152
2022-05-10,O003840,211,7,2,1,Credit Card,C14152
2022-06-24,O005174,161,1,1,1,PayPal,C14087
2022-06-24,O005174,28,1,2,2,PayPal,C14087
2022-07-20,O005941,56,3,1,1,Apple Pay,C04097
2022-07-20,O005941,202,3,2,1,Apple Pay,C04097
2022-02-12,O001246,198,6,1,1,Credit Card,C09436
2022-02-12,O001246,236,6,2,1,Credit Card,C09436
2022-06-26,O005239,201,6,1,1,Apple Pay,C12156
2022-02-07,O001077,210,1,1,2,PayPal,C08857
2022-02-07,O001077,237,1,2,2,PayPal,C08857
2022-11-07,O009219,71,5,1,2,Credit Card,C12604
2022-11-07,O009219,82,5,2,2,Credit Card,C12604
2022-12-21,O010525,270,2,1,1,Credit Card,C02789
2022-08-05,O006410,67,5,1,2,Apple Pay,C08882
2022-06-14,O004849,46,6,1,1,PayPal,C06201
2022-12-13,O010300,110,3,1,1,Credit Card,C15199
2022-02-17,O001407,160,8,1,2,Credit Card,C12672
2022-11-02,O009057,30,6,1,1,Credit Card,C12456
2022-03-15,O002205,186,5,1,1,Google Pay,C10187
2022-04-03,O002736,75,3,1,2,PayPal,C02200
2022-09-21,O007820,221,10,1,1,Credit Card,C03651
2022-09-07,O007404,210,1,1,1,Google Pay,C11404
2022-09-03,O007276,207,7,1,2,Credit Card,C09923
2022-02-13,O001281,46,4,1,2,PayPal,C04828
2022-04-07,O002859,238,3,1,2,PayPal,C03578
2022-04-07,O002859,127,3,2,1,PayPal,C03578
2022-02-23,O001581,46,5,1,2,Credit Card,C04697
2022-02-23,O001581,76,5,2,2,Credit Card,C04697
2022-04-09,O002925,121,6,1,1,Credit Card,C11473
2022-06-28,O005280,77,2,1,1,Credit Card,C13593
2022-09-11,O007526,106,6,1,1,Apple Pay,C05105
2022-09-11,O007526,75,6,2,1,Apple Pay,C05105
2022-02-12,O001247,127,5,1,1,Apple Pay,C06649
2022-10-02,O008151,192,10,1,2,Apple Pay,C16316
2022-04-04,O002772,63,9,1,1,Credit Card,C15725
2022-04-04,O002772,74,9,2,1,Credit Card,C15725
2022-11-18,O009533,113,4,1,1,Google Pay,C05645
2022-12-06,O010092,116,10,1,1,Google Pay,C17591
2022-10-22,O008727,61,6,1,2,Credit Card,C04001
2022-10-22,O008727,87,6,2,2,Credit Card,C04001
2022-09-22,O007853,49,3,1,1,Google Pay,C05306
2022-09-22,O007853,211,3,2,1,Google Pay,C05306
2022-07-09,O005618,276,6,1,2,PayPal,C09263
2022-06-29,O005315,228,5,1,1,PayPal,C01701
2022-03-27,O002554,257,4,1,1,PayPal,C14586
2022-10-13,O008469,74,6,1,2,Google Pay,C12899
2022-02-11,O001220,208,4,1,1,PayPal,C03410
2022-02-11,O001220,78,4,2,1,PayPal,C03410
2022-05-05,O003694,109,2,1,1,Credit Card,C02566
2022-05-05,O003694,215,2,2,1,Credit Card,C02566
2022-01-31,O000845,127,9,1,1,PayPal,C09269
2022-02-07,O001078,247,3,1,1,PayPal,C08745
2022-11-13,O009390,108,4,1,2,Apple Pay,C06762
2022-09-16,O007673,207,4,1,1,PayPal,C04005
2022-09-16,O007673,270,4,2,2,PayPal,C04005
2022-12-08,O010156,135,4,1,1,Google Pay,C13967
2022-09-22,O007854,148,6,1,2,PayPal,C12410
2022-09-22,O007854,242,6,2,1,PayPal,C12410
2022-09-15,O007635,20,3,1,2,Credit Card,C15814
2022-09-15,O007635,159,3,2,2,Credit Card,C15814
2022-01-07,O000133,7,9,1,2,Credit Card,C08007
2022-05-04,O003665,48,3,1,1,Credit Card,C04410
2022-04-07,O002860,158,5,1,1,Credit Card,C03301
2022-11-25,O009734,133,2,1,2,Credit Card,C17385
2022-06-30,O005343,219,6,1,1,Credit Card,C10843
2022-06-30,O005343,96,6,2,1,Credit Card,C10843
2022-03-18,O002292,188,6,1,1,Credit Card,C01045
2022-06-14,O004850,242,3,1,2,Credit Card,C11430
2022-06-14,O004850,217,3,2,1,Credit Card,C11430
2022-03-28,O002575,107,6,1,1,Credit Card,C02937
2022-07-14,O005767,174,5,1,2,Credit Card,C14439
2022-07-14,O005767,263,5,2,1,Credit Card,C14439
2022-12-06,O010093,260,4,1,1,PayPal,C15726
2022-08-13,O006638,107,9,1,1,Apple Pay,C15997
2022-10-23,O008757,211,4,1,1,Credit Card,C03754
2022-10-23,O008757,168,4,2,1,Credit Card,C03754
2022-05-27,O004328,174,2,1,1,Credit Card,C05817
2022-02-05,O001010,168,1,1,2,Credit Card,C02202
2022-03-23,O002435,225,4,1,2,Credit Card,C10797
2022-07-06,O005539,203,2,1,1,PayPal,C16715
2022-06-20,O005056,52,4,1,2,PayPal,C15825
2022-02-22,O001560,111,9,1,1,PayPal,C02089
2022-09-09,O007459,246,8,1,1,Credit Card,C10797
2022-03-14,O002183,255,2,1,1,Credit Card,C08273
2022-03-14,O002183,69,2,2,1,Credit Card,C08273
2022-07-07,O005574,141,7,1,1,Credit Card,C01459
2022-07-07,O005574,70,7,2,1,Credit Card,C01459
2022-07-07,O005574,225,7,3,2,Credit Card,C01459
2022-08-21,O006872,197,1,1,1,Apple Pay,C05909
2022-10-22,O008728,200,4,1,1,PayPal,C07639
2022-10-22,O008728,16,4,2,1,PayPal,C07639
2022-01-21,O000561,97,2,1,2,Credit Card,C01388
2022-09-14,O007603,223,6,1,1,PayPal,C03631
2022-08-10,O006549,68,2,1,6,Credit Card,C15821
2022-02-02,O000908,23,8,1,2,Credit Card,C04194
2022-02-02,O000908,116,8,2,2,Credit Card,C04194
